"URL","HTTP","FinalURL","Saltos","Resultado"
"https://www.jgm4consultoria.com.br/blog/gestao-docas-fornecedores-reforma-tributaria.html","200","https://www.jgm4consultoria.com.br/blog/gestao-docas-fornecedores-reforma-tributaria.html","0","OK"
"https://www.jgm4consultoria.com.br/blog/gestao-equipes-logisticas.html","200","https://www.jgm4consultoria.com.br/blog/gestao-equipes-logisticas.html","0","OK"
"https://www.jgm4consultoria.com.br/blog/gestao-pessoas-processos-logistica.html","200","https://www.jgm4consultoria.com.br/blog/gestao-pessoas-processos-logistica.html","0","OK"
"https://www.jgm4consultoria.com.br/blog/implementacion-wms-brasil.html","200","https://www.jgm4consultoria.com.br/blog/implementacion-wms-brasil.html","0","OK"
"https://www.jgm4consultoria.com.br/blog/integracao-wms-erp-sem-desorganizar-operacao.html","200","https://www.jgm4consultoria.com.br/blog/integracao-wms-erp-sem-desorganizar-operacao.html","0","OK"
"https://www.jgm4consultoria.com.br/blog/lideres-analistas-logistica-carreira.html","200","https://www.jgm4consultoria.com.br/blog/lideres-analistas-logistica-carreira.html","0","OK"
"https://www.jgm4consultoria.com.br/blog/logistica-distribucion-sur-sudeste-norte-nordeste-brasil.html","200","https://www.jgm4consultoria.com.br/blog/logistica-distribucion-sur-sudeste-norte-nordeste-brasil.html","0","OK"
"https://www.jgm4consultoria.com.br/blog/logistica-distribuicao-sul-sudeste-norte-nordeste.html","200","https://www.jgm4consultoria.com.br/blog/logistica-distribuicao-sul-sudeste-norte-nordeste.html","0","OK"
"https://www.jgm4consultoria.com.br/blog/logistics-consulting-brazil.html","200","https://www.jgm4consultoria.com.br/blog/logistics-consulting-brazil.html","0","OK"
"https://www.jgm4consultoria.com.br/blog/logistics-costs-brazil.html","200","https://www.jgm4consultoria.com.br/blog/logistics-costs-brazil.html","0","OK"
"https://www.jgm4consultoria.com.br/blog/logistics-distribution-south-southeast-north-northeast-brazil.html","200","https://www.jgm4consultoria.com.br/blog/logistics-distribution-south-southeast-north-northeast-brazil.html","0","OK"
"https://www.jgm4consultoria.com.br/blog/o-que-e-estoque-tipos-controle-almoxarifado.html","200","https://www.jgm4consultoria.com.br/blog/o-que-e-estoque-tipos-controle-almoxarifado.html","0","OK"
"https://www.jgm4consultoria.com.br/blog/o-que-e-logistica-carreira.html","200","https://www.jgm4consultoria.com.br/blog/o-que-e-logistica-carreira.html","0","OK"
"https://www.jgm4consultoria.com.br/blog/o-que-organizar-antes-de-implantar-wms.html","200","https://www.jgm4consultoria.com.br/blog/o-que-organizar-antes-de-implantar-wms.html","0","OK"
"https://www.jgm4consultoria.com.br/blog/padronizacao-processos-logisticos.html","200","https://www.jgm4consultoria.com.br/blog/padronizacao-processos-logisticos.html","0","OK"
"https://www.jgm4consultoria.com.br/blog/pedido-minimo-inteligente-logistica-frete-margem.html","200","https://www.jgm4consultoria.com.br/blog/pedido-minimo-inteligente-logistica-frete-margem.html","0","OK"
"https://www.jgm4consultoria.com.br/blog/peso-cubado-como-calcular-reduzir-frete.html","200","https://www.jgm4consultoria.com.br/blog/peso-cubado-como-calcular-reduzir-frete.html","0","OK"
"https://www.jgm4consultoria.com.br/blog/planilha-controle-recebimento-gestao-docas.html","200","https://www.jgm4consultoria.com.br/blog/planilha-controle-recebimento-gestao-docas.html","0","OK"
"https://www.jgm4consultoria.com.br/blog/por-que-projetos-wms-falham-pos-go-live.html","200","https://www.jgm4consultoria.com.br/blog/por-que-projetos-wms-falham-pos-go-live.html","0","OK"
"https://www.jgm4consultoria.com.br/blog/preparar-cadastros-codigos-barras-wms.html","200","https://www.jgm4consultoria.com.br/blog/preparar-cadastros-codigos-barras-wms.html","0","OK"
"https://www.jgm4consultoria.com.br/blog/quando-realizar-bid-transportadoras.html","200","https://www.jgm4consultoria.com.br/blog/quando-realizar-bid-transportadoras.html","0","OK"
"https://www.jgm4consultoria.com.br/blog/quanto-custa-consultoria-logistica.html","200","https://www.jgm4consultoria.com.br/blog/quanto-custa-consultoria-logistica.html","0","OK"
"https://www.jgm4consultoria.com.br/blog/sinais_invisiveis.html","200","https://www.jgm4consultoria.com.br/blog/sinais_invisiveis.html","0","OK"
"https://www.jgm4consultoria.com.br/blog/wms-implementation-brazil.html","200","https://www.jgm4consultoria.com.br/blog/wms-implementation-brazil.html","0","OK"
"https://www.jgm4consultoria.com.br/blog/wms-importancia.html","200","https://www.jgm4consultoria.com.br/blog/wms-importancia.html","0","OK"
"https://www.jgm4consultoria.com.br/blog/wms-sem-enderecamento-funciona.html","200","https://www.jgm4consultoria.com.br/blog/wms-sem-enderecamento-funciona.html","0","OK"
"https://www.jgm4consultoria.com.br/consultor-logistico/","200","https://www.jgm4consultoria.com.br/consultor-logistico/","0","OK"
"https://www.jgm4consultoria.com.br/consultoria-logistica-para-pequenas-empresas/","200","https://www.jgm4consultoria.com.br/consultoria-logistica-para-pequenas-empresas/","0","OK"
"https://www.jgm4consultoria.com.br/index-en.html","200","https://www.jgm4consultoria.com.br/index-en.html","0","OK"
"https://www.jgm4consultoria.com.br/index-es.html","200","https://www.jgm4consultoria.com.br/index-es.html","0","OK"
"https://www.jgm4consultoria.com.br/pages/analise-de-cv.html","200","https://www.jgm4consultoria.com.br/pages/analise-de-cv.html","0","OK"
"https://www.jgm4consultoria.com.br/pages/analise.html","200","https://www.jgm4consultoria.com.br/pages/analise.html","0","OK"
"https://www.jgm4consultoria.com.br/pages/auditoria-de-fretes.html","200","https://www.jgm4consultoria.com.br/pages/auditoria-de-fretes.html","0","OK"
"https://www.jgm4consultoria.com.br/pages/blog.html","200","https://www.jgm4consultoria.com.br/pages/blog.html","0","OK"
"https://www.jgm4consultoria.com.br/pages/calculadora-acuracidade-estoque.html","200","https://www.jgm4consultoria.com.br/pages/calculadora-acuracidade-estoque.html","0","OK"
"https://www.jgm4consultoria.com.br/pages/calculadora-capacidade-centro-distribuicao.html","200","https://www.jgm4consultoria.com.br/pages/calculadora-capacidade-centro-distribuicao.html","0","OK"
"https://www.jgm4consultoria.com.br/pages/calculadora-pedido-minimo.html","200","https://www.jgm4consultoria.com.br/pages/calculadora-pedido-minimo.html","0","OK"
"https://www.jgm4consultoria.com.br/pages/calculadora-percentual-frete.html","200","https://www.jgm4consultoria.com.br/pages/calculadora-percentual-frete.html","0","OK"
"https://www.jgm4consultoria.com.br/pages/calculadora-peso-cubado.html","200","https://www.jgm4consultoria.com.br/pages/calculadora-peso-cubado.html","0","OK"
"https://www.jgm4consultoria.com.br/pages/centro-de-distribuicao.html","200","https://www.jgm4consultoria.com.br/pages/centro-de-distribuicao.html","0","OK"
"https://www.jgm4consultoria.com.br/pages/conflitos-na-logistica.html","200","https://www.jgm4consultoria.com.br/pages/conflitos-na-logistica.html","0","OK"
"https://www.jgm4consultoria.com.br/pages/consultoria-centro-distribuicao.html","200","https://www.jgm4consultoria.com.br/pages/consultoria-centro-distribuicao.html","0","OK"
"https://www.jgm4consultoria.com.br/pages/consultoria-gestao-estoque.html","200","https://www.jgm4consultoria.com.br/pages/consultoria-gestao-estoque.html","0","OK"
"https://www.jgm4consultoria.com.br/pages/consultoria-wms-tms.html","200","https://www.jgm4consultoria.com.br/pages/consultoria-wms-tms.html","0","OK"
"https://www.jgm4consultoria.com.br/pages/cursos.html","200","https://www.jgm4consultoria.com.br/pages/cursos.html","0","OK"
"https://www.jgm4consultoria.com.br/pages/diagnostico-de-estoque.html","200","https://www.jgm4consultoria.com.br/pages/diagnostico-de-estoque.html","0","OK"
"https://www.jgm4consultoria.com.br/pages/diagnostico-logistico-online.html","200","https://www.jgm4consultoria.com.br/pages/diagnostico-logistico-online.html","0","OK"
"https://www.jgm4consultoria.com.br/pages/ebook-engenharia-de-fretes.html","200","https://www.jgm4consultoria.com.br/pages/ebook-engenharia-de-fretes.html","0","OK"
"https://www.jgm4consultoria.com.br/pages/ebook-estoques.html","200","https://www.jgm4consultoria.com.br/pages/ebook-estoques.html","0","OK"
"https://www.jgm4consultoria.com.br/pages/ebook-freteiro.html","200","https://www.jgm4consultoria.com.br/pages/ebook-freteiro.html","0","OK"
"https://www.jgm4consultoria.com.br/pages/ebook-gestao-pessoas.html","200","https://www.jgm4consultoria.com.br/pages/ebook-gestao-pessoas.html","0","OK"
"https://www.jgm4consultoria.com.br/pages/ebook-remuneracao-variavel.html","200","https://www.jgm4consultoria.com.br/pages/ebook-remuneracao-variavel.html","0","OK"
"https://www.jgm4consultoria.com.br/pages/ebook-sop.html","200","https://www.jgm4consultoria.com.br/pages/ebook-sop.html","0","OK"
"https://www.jgm4consultoria.com.br/pages/ebook-wms-vendas.html","200","https://www.jgm4consultoria.com.br/pages/ebook-wms-vendas.html","0","OK"
"https://www.jgm4consultoria.com.br/pages/estoques-venda.html","200","https://www.jgm4consultoria.com.br/pages/estoques-venda.html","0","OK"
"https://www.jgm4consultoria.com.br/pages/ferramentas-logisticas.html","200","https://www.jgm4consultoria.com.br/pages/ferramentas-logisticas.html","0","OK"
"https://www.jgm4consultoria.com.br/pages/gestao-agendamento-docas.html","200","https://www.jgm4consultoria.com.br/pages/gestao-agendamento-docas.html","0","OK"
"https://www.jgm4consultoria.com.br/pages/logistica-inicantes.html","200","https://www.jgm4consultoria.com.br/pages/logistica-inicantes.html","0","OK"
"https://www.jgm4consultoria.com.br/pages/mkt-digital.html","200","https://www.jgm4consultoria.com.br/pages/mkt-digital.html","0","OK"
"https://www.jgm4consultoria.com.br/pages/O-Guia-do-Lider-de-Logistica.html","200","https://www.jgm4consultoria.com.br/pages/O-Guia-do-Lider-de-Logistica.html","0","OK"
"https://www.jgm4consultoria.com.br/pages/planos-atendimento.html","200","https://www.jgm4consultoria.com.br/pages/planos-atendimento.html","0","OK"
"https://www.jgm4consultoria.com.br/pages/reducao-custos-logisticos.html","200","https://www.jgm4consultoria.com.br/pages/reducao-custos-logisticos.html","0","OK"
"https://www.jgm4consultoria.com.br/pages/sobre.html","200","https://www.jgm4consultoria.com.br/pages/sobre.html","0","OK"
"https://www.jgm4consultoria.com.br/pages/torre-de-controle.html","200","https://www.jgm4consultoria.com.br/pages/torre-de-controle.html","0","OK"
